-1.000000000000000000e+00,2.381624941429842490e+00
-9.651945052124829560e-01,2.346639563170318077e+00
-8.723798476504637245e-01,2.253493615270393491e+00
-7.795651942762061859e-01,2.160303196986351537e+00
-7.447596990265099581e-01,2.125405949050844789e+00
-6.287413783545185986e-01,2.011406392551644551e+00
-5.069221432605379718e-01,1.894621029767017406e+00
-3.386955811369914970e-01,1.738762397882876565e+00
-2.864873378517431846e-01,1.690467740541701902e+00
-2.690845898925033897e-01,1.673554350791484291e+00
-2.574827578037280906e-01,1.662161640715435595e+00
-2.226772619758175253e-01,1.627669642956429463e+00
-1.994735982319577605e-01,1.604733225262702234e+00
-1.530662703932018642e-01,1.560617732931619095e+00
-1.298626067788414551e-01,1.539437200364191627e+00
-4.284886729074301182e-02,1.463778071170958928e+00
3.558460505351802340e-03,1.423943081217081241e+00
4.996578776335971334e-02,1.381788584374491924e+00
1.717850230150910484e-01,1.259894479065726935e+00
1.949886866912917405e-01,1.237788251278176377e+00
2.587987623643711599e-01,1.182217128321718658e+00
2.704005943407802870e-01,1.173103576917312818e+00
3.690161654058942697e-01,1.095419691814047747e+00
4.154234931810106279e-01,1.060221474072918335e+00
4.908354006054672647e-01,9.990278915698087570e-01
6.358582994590148418e-01,8.881981041193329762e-01
6.938674589623125000e-01,8.441500168680089455e-01
7.982839462027596644e-01,7.712577686455964754e-01
8.910986014866214555e-01,7.104129425402367914e-01
1.012917836615063516e+00,6.234644571710098448e-01
1.053524248095392579e+00,5.930330601413630331e-01
1.070926995985100660e+00,5.798751339360332935e-01
1.099931575966164532e+00,5.575477589689697977e-01
1.163741651390283183e+00,5.112240455402563555e-01
1.279759970500601085e+00,4.343910452351780194e-01
1.279782774600701334e+00,4.343750273582464017e-01
1.326167298198593025e+00,4.074962182334435634e-01
1.360972793927528679e+00,3.873988809217929763e-01
1.389977373667620197e+00,3.705886055925023403e-01
1.500194776847610489e+00,3.021595631850849117e-01
1.662620423530493330e+00,2.012639433859583771e-01
1.697425919248158221e+00,1.817365935509167307e-01
1.714828667159902897e+00,1.718999294316825854e-01
1.900457977710916513e+00,7.000209438693379138e-02
1.952666221341611053e+00,4.310508450750137610e-02
2.138295531774427438e+00,-4.836169891317204650e-02
2.277517514860195824e+00,-1.123165562921823735e-01
2.364531254110596059e+00,-1.503523751988951329e-01
2.486350489181205603e+00,-1.910369075143381057e-01
2.671979799818970491e+00,-2.588018894676041848e-01
2.764794455059783385e+00,-2.861168188843241089e-01
2.817002698704415664e+00,-3.025036806936359790e-01
2.898215522071740935e+00,-3.287547227419008178e-01
3.031636589111482039e+00,-3.661493788635714619e-01
3.060641168779262955e+00,-3.731798961987475294e-01
3.321682386777994100e+00,-3.958328384117836829e-01
3.327483302808476040e+00,-3.969127828779687173e-01
3.373890630345751873e+00,-4.043447178858925461e-01
3.385492462273156811e+00,-4.061140287879386190e-01
3.472506201677009408e+00,-4.183547331475226394e-01
3.542117193064164393e+00,-4.270671937782566374e-01
3.600126352650201422e+00,-4.303086831098336673e-01
3.652334596246732179e+00,-4.296486561015445127e-01
3.721945587712768955e+00,-4.291642644729369294e-01
3.756751083479766606e+00,-4.287269498824126668e-01
3.808959327048666132e+00,-4.286519288896385449e-01
3.837963906838736339e+00,-4.282435529107234129e-01
3.919176730223532079e+00,-4.259705506190810675e-01
3.924977646165271228e+00,-4.255185488027673490e-01
4.023593217444626724e+00,-4.185688610122206832e-01
4.139611536510326317e+00,-4.047881683943909681e-01
4.244028023685288531e+00,-3.894895402215499680e-01
4.325240847201571981e+00,-3.771486765337564995e-01
4.394851838527329413e+00,-3.668367292369189014e-01
4.447060082238693646e+00,-3.613883603049661830e-01
4.481865577958468627e+00,-3.594640682204542914e-01
4.528272905488888611e+00,-3.588710195879117881e-01
4.580481149186378609e+00,-3.586984131662985797e-01
4.638490308744712465e+00,-3.565607424995314578e-01
4.690698552285414102e+00,-3.504517637273554809e-01
4.771911375647485798e+00,-3.375714335208329642e-01
4.841522367165602247e+00,-3.393885326150876680e-01
4.940137938395785966e+00,-3.534769043420462054e-01
5.050355341496273631e+00,-3.729384461717928922e-01
5.137369080977634006e+00,-3.968565728570871975e-01
5.206980072290153139e+00,-4.115108368300477992e-01
5.276591063832603901e+00,-4.288833473250915906e-01
5.334600223426848586e+00,-4.789900829267625948e-01
5.398410298814073194e+00,-5.241907903063095509e-01
5.421613962740031489e+00,-5.648637941158058950e-01
5.444817626501916585e+00,-6.353551130716046380e-01
5.450618542524837018e+00,-6.761987067443786525e-01
5.468021290286753100e+00,-7.831982583435572742e-01
5.479623122257091694e+00,-8.452788543834723889e-01
5.502826786041591589e+00,-9.613230335861007170e-01
5.549234113686194902e+00,-1.006924939027925126e+00
5.607243273308523790e+00,-1.046538755268518139e+00
5.665252432831064944e+00,-1.097596001370791274e+00
